GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0009863	salicylic acid mediated signaling pathway	3.70928569427088e-13	9.56605257996174e-12	3.67 (42/677; 353/20876)	AT2G43010 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT3G63010 AT5G35735 AT2G27500 AT3G11820 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G41410 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G46510 AT1G78600 AT1G34420 AT1G02450 AT1G69270 AT3G05120 AT3G01480 AT3G05800 AT1G22070 AT4G03110 AT4G11330 AT4G18950 AT4G23470 AT4G33050 AT4G34000 AT5G44070 AT5G24930
GO:0071446	cellular response to salicylic acid stimulus	4.49116243298091e-13	1.1251543779468e-11	3.65 (42/677; 355/20876)	AT2G43010 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT3G63010 AT5G35735 AT2G27500 AT3G11820 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G41410 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G46510 AT1G78600 AT1G34420 AT1G02450 AT1G69270 AT3G05120 AT3G01480 AT3G05800 AT1G22070 AT4G03110 AT4G11330 AT4G18950 AT4G23470 AT4G33050 AT4G34000 AT5G44070 AT5G24930
GO:0035690	cellular response to drug	6.49949871312417e-13	1.58306503743638e-11	3.48 (44/677; 390/20876)	AT2G43010 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT3G63010 AT5G35735 AT2G27500 AT3G11820 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G05940 AT2G46500 AT1G64610 AT1G62380 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G41410 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G46510 AT1G78600 AT1G34420 AT1G02450 AT1G69270 AT3G05120 AT3G01480 AT3G05800 AT1G22070 AT4G03110 AT4G08920 AT4G11330 AT4G18950 AT4G23470 AT4G33050 AT4G34000 AT5G44070 AT5G24930
GO:0071236	cellular response to antibiotic	1.04271029035474e-12	2.47106023290326e-11	3.56 (42/677; 364/20876)	AT2G43010 AT2G40140 AT1G59870 AT1G32640 AT4G33430 AT3G63010 AT5G35735 AT2G27500 AT3G11820 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT3G19970 AT1G66880 AT4G26090 AT5G41410 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT2G46510 AT1G78600 AT1G34420 AT1G02450 AT1G69270 AT3G05120 AT3G01480 AT3G05800 AT1G22070 AT4G03110 AT4G11330 AT4G18950 AT4G23470 AT4G33050 AT4G34000 AT5G44070 AT5G24930
GO:0048878	chemical homeostasis	2.00718206731445e-12	4.63153091986962e-11	3.43 (43/677; 387/20876)	AT2G43010 AT1G59870 AT3G26520 AT3G59060 AT2G46800 AT1G27770 AT3G47470 AT2G18790 AT2G26710 AT2G44490 AT2G30870 AT2G39010 AT1G04400 AT3G18290 AT1G25560 AT4G39400 AT5G01600 AT5G47910 AT4G36380 AT5G04340 AT1G23020 AT1G70610 AT1G28130 AT1G01620 AT3G02040 AT3G17790 AT3G16240 AT1G66200 AT1G58290 AT4G08920 AT4G32190 AT4G39080 AT3G53420 AT3G57330 AT5G22890 AT5G24030 AT5G40890 AT5G48930 AT5G49760 AT5G54510 AT5G24930 AT5G26820 AT4G16370
GO:0006833	water transport	4.0223431864017e-12	8.81739966913847e-11	5.47 (25/677; 141/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT3G11820 AT2G18790 AT2G39010 AT1G06040 AT1G62380 AT1G20440 AT5G04590 AT2G45960 AT1G23020 AT1G78680 AT1G60010 AT2G21660 AT1G65930 AT1G01620 AT3G16240 AT3G18780 AT1G66200 AT4G24190 AT4G39090 AT3G53420 AT5G62350
GO:0042044	fluid transport	4.0223431864017e-12	8.81739966913847e-11	5.47 (25/677; 141/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT3G11820 AT2G18790 AT2G39010 AT1G06040 AT1G62380 AT1G20440 AT5G04590 AT2G45960 AT1G23020 AT1G78680 AT1G60010 AT2G21660 AT1G65930 AT1G01620 AT3G16240 AT3G18780 AT1G66200 AT4G24190 AT4G39090 AT3G53420 AT5G62350
GO:0009963	positive regulation of flavonoid biosynthetic process	1.32989135472841e-11	2.84415789085692e-10	6.29 (21/677; 103/20876)	AT1G13260 AT1G59870 AT1G32640 AT5G35735 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G11260 AT2G05940 AT1G66880 AT4G26090 AT4G34050 AT2G30490 AT2G18730 AT1G61740 AT3G27210 AT1G51680 AT3G57330 AT5G47180 AT5G48930
GO:0007030	Golgi organization	2.16939825068186e-11	4.52909459352879e-10	4.7 (27/677; 177/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT3G16850 AT3G60130 AT2G30520 AT2G39010 AT1G20840 AT1G06040 AT1G62380 AT1G20440 AT1G15820 AT5G04590 AT2G45960 AT2G21660 AT1G65930 AT1G12240 AT1G76490 AT3G16240 AT3G18780 AT1G66200 AT4G24190 AT4G39080 AT4G39090 AT3G53420 AT5G62350
GO:0042592	homeostatic process	2.4640198569299e-11	5.02454967153637e-10	3.03 (46/677; 468/20876)	AT2G43010 AT1G59870 AT3G26520 AT3G59060 AT2G46800 AT1G27770 AT3G47470 AT2G18790 AT2G26710 AT2G44490 AT2G30870 AT2G39010 AT1G04400 AT3G18290 AT1G25560 AT4G35090 AT4G39400 AT5G01600 AT5G47910 AT5G62290 AT4G36380 AT5G04340 AT1G23020 AT1G70610 AT1G28130 AT1G01620 AT3G02040 AT3G17790 AT3G16240 AT1G66200 AT1G58290 AT4G08920 AT4G32190 AT4G34120 AT4G39080 AT3G53420 AT3G57330 AT5G22890 AT5G24030 AT5G40890 AT5G48930 AT5G49760 AT5G54510 AT5G24930 AT5G26820 AT4G16370
GO:0031348	negative regulation of defense response	2.86132686020909e-11	5.70211788170854e-10	3.78 (34/677; 277/20876)	AT2G43010 AT1G59870 AT3G63010 AT5G35735 AT3G11820 AT4G33300 AT3G57530 AT5G18650 AT5G42050 AT5G42650 AT2G44490 AT2G05940 AT2G46500 AT1G64610 AT1G66880 AT4G26090 AT4G37460 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT1G78600 AT1G34420 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT3G25070 AT1G22070 AT4G11330 AT4G23470 AT4G33050 AT5G44070 AT5G24930
GO:0046700	heterocycle catabolic process	3.46340329447154e-11	6.74857296911062e-10	2.96 (47/677; 490/20876)	AT2G41430 AT1G59870 AT3G16830 AT3G26520 AT4G18710 AT1G49500 AT1G07890 AT3G30775 AT1G30110 AT4G31390 AT5G42650 AT2G44490 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G50740 AT5G01520 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G05520 AT1G08930 AT2G21660 AT2G38800 AT1G54100 AT1G65930 AT1G78380 AT1G70610 AT3G22440 AT1G66200 AT4G24190 AT4G33050 AT4G34870 AT4G39090 AT3G51660 AT3G52880 AT3G53180 AT3G53420 AT5G43150 AT5G44070 AT5G49760 AT5G53460 AT5G56630 AT5G58720 AT5G62350
GO:0010256	endomembrane system organization	4.0412198435596e-11	7.70328633795228e-10	4.43 (28/677; 195/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT3G16850 AT3G60130 AT2G30520 AT2G39010 AT1G20840 AT1G06040 AT1G62380 AT1G20440 AT1G15820 AT5G04590 AT2G45960 AT2G21660 AT1G65930 AT1G12240 AT1G76490 AT3G16240 AT3G18780 AT1G66200 AT4G24190 AT4G39080 AT4G39090 AT3G53420 AT5G41600 AT5G62350
GO:1901361	organic cyclic compound catabolic process	5.25947879407158e-11	9.81219671995886e-10	2.92 (47/677; 496/20876)	AT2G41430 AT1G59870 AT3G16830 AT3G26520 AT4G18710 AT1G49500 AT1G07890 AT3G30775 AT1G30110 AT4G31390 AT5G42650 AT2G44490 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G50740 AT5G01520 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G05520 AT1G08930 AT2G21660 AT2G38800 AT1G54100 AT1G65930 AT1G78380 AT1G70610 AT3G22440 AT1G66200 AT4G24190 AT4G33050 AT4G34870 AT4G39090 AT3G51660 AT3G52880 AT3G53180 AT3G53420 AT5G43150 AT5G44070 AT5G49760 AT5G53460 AT5G56630 AT5G58720 AT5G62350
GO:0019439	aromatic compound catabolic process	1.01176649799718e-10	1.8105295227318e-09	2.91 (46/677; 488/20876)	AT2G41430 AT1G59870 AT3G16830 AT3G26520 AT4G18710 AT1G49500 AT1G07890 AT1G30110 AT4G31390 AT5G42650 AT2G44490 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G50740 AT5G01520 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G05520 AT1G08930 AT2G21660 AT2G38800 AT1G54100 AT1G65930 AT1G78380 AT1G70610 AT3G22440 AT1G66200 AT4G24190 AT4G33050 AT4G34870 AT4G39090 AT3G51660 AT3G52880 AT3G53180 AT3G53420 AT5G43150 AT5G44070 AT5G49760 AT5G53460 AT5G56630 AT5G58720 AT5G62350
GO:0044270	cellular nitrogen compound catabolic process	1.01176649799718e-10	1.8105295227318e-09	2.91 (46/677; 488/20876)	AT2G41430 AT1G59870 AT3G16830 AT3G26520 AT4G18710 AT1G49500 AT1G07890 AT1G30110 AT4G31390 AT5G42650 AT2G44490 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G50740 AT5G01520 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G05520 AT1G08930 AT2G21660 AT2G38800 AT1G54100 AT1G65930 AT1G78380 AT1G70610 AT3G22440 AT1G66200 AT4G24190 AT4G33050 AT4G34870 AT4G39090 AT3G51660 AT3G52880 AT3G53180 AT3G53420 AT5G43150 AT5G44070 AT5G49760 AT5G53460 AT5G56630 AT5G58720 AT5G62350
GO:0009733	response to auxin	1.45640732726707e-10	2.55407853392309e-09	3.05 (42/677; 424/20876)	AT2G46830 AT2G43010 AT3G48360 AT1G01060 AT1G59870 AT4G18710 AT3G59060 AT3G63010 AT3G62980 AT5G09810 AT5G37260 AT2G34650 AT1G15750 AT3G11820 AT3G23030 AT3G57530 AT5G59430 AT2G26710 AT1G27730 AT3G07390 AT3G05630 AT5G57560 AT5G65670 AT4G16780 AT4G17615 AT2G25930 AT2G06850 AT2G46510 AT1G22640 AT2G42580 AT1G54100 AT1G70940 AT1G69270 AT1G78100 AT1G28130 AT3G04730 AT3G09600 AT3G28910 AT4G18950 AT4G37610 AT5G17300 AT5G54510
GO:0009739	response to gibberellin	1.59114924228463e-10	2.73566010077006e-09	4.64 (25/677; 166/20876)	AT2G46830 AT1G01060 AT3G63010 AT5G37260 AT5G11260 AT5G59430 AT5G66880 AT1G20650 AT4G23060 AT4G30270 AT4G35470 AT1G09530 AT1G22640 AT1G12240 AT1G06180 AT3G05120 AT3G09600 AT3G28910 AT1G18620 AT3G47620 AT3G57040 AT3G61070 AT5G17300 AT5G14920 AT4G36540
GO:0016052	carbohydrate catabolic process	3.61594730049524e-10	6.09733623747477e-09	3.3 (36/677; 336/20876)	AT2G41430 AT3G61580 AT1G06410 AT3G26520 AT4G18710 AT5G09810 AT1G07890 AT3G14100 AT1G20696 AT2G30870 AT1G23490 AT1G06040 AT1G62380 AT1G20440 AT3G07390 AT3G12560 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G01140 AT2G21660 AT1G65930 AT1G78380 AT3G23920 AT1G66200 AT3G12630 AT4G09020 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009962	regulation of flavonoid biosynthetic process	3.75288452289145e-10	6.20884370917295e-09	5.31 (21/677; 122/20876)	AT1G13260 AT1G59870 AT1G32640 AT5G35735 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G11260 AT2G05940 AT1G66880 AT4G26090 AT4G34050 AT2G30490 AT2G18730 AT1G61740 AT3G27210 AT1G51680 AT3G57330 AT5G47180 AT5G48930
GO:0042538	hyperosmotic salinity response	4.5891815383256e-10	7.4518288916671e-09	4.6 (24/677; 161/20876)	AT1G73480 AT1G01720 AT3G63010 AT2G46680 AT3G11820 AT4G25480 AT3G57530 AT5G49480 AT5G58070 AT2G05940 AT2G46500 AT1G27730 AT3G19970 AT4G17615 AT2G46510 AT1G69270 AT3G05120 AT3G11410 AT3G05640 AT4G18950 AT4G24960 AT4G30660 AT4G30960 AT3G50260
GO:0050801	ion homeostasis	6.3918657493004e-10	1.01902854912292e-08	3.24 (36/677; 343/20876)	AT2G43010 AT1G59870 AT3G26520 AT3G59060 AT2G46800 AT1G27770 AT3G47470 AT2G18790 AT2G44490 AT2G30870 AT2G39010 AT1G04400 AT3G18290 AT1G25560 AT5G01600 AT5G04340 AT1G23020 AT1G70610 AT1G01620 AT3G02040 AT3G17790 AT3G16240 AT1G66200 AT1G58290 AT4G08920 AT4G32190 AT4G39080 AT3G53420 AT3G57330 AT5G22890 AT5G24030 AT5G40890 AT5G49760 AT5G24930 AT5G26820 AT4G16370
GO:0071214	cellular response to abiotic stimulus	7.66648517586853e-10	1.16069231789627e-08	4.49 (24/677; 165/20876)	AT2G43010 AT3G59060 AT1G07180 AT5G11260 AT5G57660 AT2G18790 AT2G05940 AT1G09570 AT3G05630 AT5G13730 AT5G47910 AT4G16780 AT2G33700 AT2G25930 AT2G15970 AT1G09530 AT2G46340 AT2G24790 AT1G78380 AT3G05740 AT3G22840 AT3G27690 AT4G08920 AT4G30660
GO:0104004	cellular response to environmental stimulus	7.66648517586853e-10	1.16069231789627e-08	4.49 (24/677; 165/20876)	AT2G43010 AT3G59060 AT1G07180 AT5G11260 AT5G57660 AT2G18790 AT2G05940 AT1G09570 AT3G05630 AT5G13730 AT5G47910 AT4G16780 AT2G33700 AT2G25930 AT2G15970 AT1G09530 AT2G46340 AT2G24790 AT1G78380 AT3G05740 AT3G22840 AT3G27690 AT4G08920 AT4G30660
GO:0000165	MAPK cascade	7.80994050637285e-10	1.16069231789627e-08	3.91 (28/677; 221/20876)	AT2G43010 AT1G59870 AT3G63010 AT3G11820 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G05940 AT2G46500 AT1G05000 AT1G64610 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT1G78600 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT1G22070 AT4G11330 AT4G33050 AT5G44070 AT5G24930
GO:0023014	signal transduction by protein phosphorylation	7.80994050637285e-10	1.16069231789627e-08	3.91 (28/677; 221/20876)	AT2G43010 AT1G59870 AT3G63010 AT3G11820 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G05940 AT2G46500 AT1G05000 AT1G64610 AT1G66880 AT4G26090 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT1G78600 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT1G22070 AT4G11330 AT4G33050 AT5G44070 AT5G24930
GO:0009642	response to light intensity	9.05038698757391e-10	1.32262672993843e-08	3.49 (32/677; 283/20876)	AT2G41430 AT1G09070 AT2G40000 AT4G34150 AT3G55980 AT2G17840 AT1G07890 AT1G17420 AT4G24240 AT3G45780 AT3G47340 AT5G05410 AT2G18790 AT2G41100 AT1G09570 AT1G27730 AT3G54890 AT2G02810 AT2G27820 AT2G06850 AT2G24790 AT2G47180 AT3G08940 AT3G16050 AT3G22840 AT3G27690 AT3G18780 AT4G01800 AT4G24190 AT4G33050 AT5G02490 AT4G17490
GO:0080167	response to karrikin	9.3849905314388e-10	1.34904177958387e-08	5.06 (21/677; 128/20876)	AT1G22770 AT5G06980 AT2G16365 AT2G34650 AT3G47470 AT5G11260 AT5G63810 AT1G06040 AT4G33980 AT5G18470 AT5G64410 AT5G20250 AT2G30490 AT2G27820 AT2G01150 AT1G70420 AT2G36080 AT3G22840 AT4G27280 AT5G42900 AT5G25460
GO:0019725	cellular homeostasis	1.09110046354449e-09	1.54310133469025e-08	3.31 (34/677; 317/20876)	AT2G43010 AT1G59870 AT3G26520 AT3G59060 AT2G46800 AT1G27770 AT3G47470 AT2G18790 AT2G44490 AT2G30870 AT2G39010 AT1G04400 AT3G18290 AT1G25560 AT4G35090 AT5G01600 AT5G62290 AT1G23020 AT1G01620 AT3G02040 AT3G17790 AT3G16240 AT1G66200 AT4G08920 AT4G34120 AT4G39080 AT3G53420 AT5G22890 AT5G24030 AT5G40890 AT5G49760 AT5G24930 AT5G26820 AT4G16370
GO:0009723	response to ethylene	1.40135439196903e-09	1.95042307186333e-08	3.14 (36/677; 353/20876)	AT2G46830 AT1G23710 AT1G18330 AT1G01060 AT1G05710 AT1G32920 AT3G55980 AT3G63010 AT5G37260 AT2G30040 AT1G76600 AT3G11820 AT3G57530 AT5G59430 AT1G64610 AT1G27730 AT1G62380 AT1G69890 AT3G08720 AT1G25560 AT3G46620 AT5G07580 AT4G17615 AT2G27050 AT2G05520 AT2G46510 AT1G22640 AT1G54100 AT1G69270 AT3G05120 AT3G09600 AT3G28910 AT4G18950 AT4G34000 AT5G17300 AT4G17490
GO:0048574	long-day photoperiodism, flowering	1.56611482355348e-09	2.14568034213824e-08	12.85 (10/677; 24/20876)	AT2G46830 AT1G22770 AT5G24470 AT1G01060 AT5G37260 AT5G61380 AT3G07650 AT3G22380 AT3G09600 AT5G17300
GO:0009812	flavonoid metabolic process	1.76304296436017e-09	2.37832354544457e-08	3.66 (29/677; 244/20876)	AT1G13260 AT1G59870 AT1G32640 AT5G35735 AT1G18740 AT3G11820 AT4G33300 AT3G57530 AT5G11260 AT2G05940 AT1G66880 AT4G26090 AT4G34050 AT2G30490 AT2G41310 AT2G18730 AT1G09530 AT1G61740 AT1G78600 AT1G19050 AT3G22840 AT3G27210 AT3G13510 AT1G51680 AT4G04330 AT4G08920 AT3G57330 AT5G47180 AT5G48930
GO:0002679	respiratory burst involved in defense response	2.05804549845807e-09	2.69340439939602e-08	5.1 (20/677; 121/20876)	AT1G23710 AT2G40140 AT1G66160 AT4G33430 AT3G55980 AT1G76600 AT3G11820 AT3G49530 AT2G23320 AT2G46500 AT1G27730 AT4G31550 AT3G46620 AT3G52450 AT4G01250 AT4G33050 AT3G46600 AT3G50260 AT3G53180 AT4G17490
GO:0045730	respiratory burst	2.05804549845807e-09	2.69340439939602e-08	5.1 (20/677; 121/20876)	AT1G23710 AT2G40140 AT1G66160 AT4G33430 AT3G55980 AT1G76600 AT3G11820 AT3G49530 AT2G23320 AT2G46500 AT1G27730 AT4G31550 AT3G46620 AT3G52450 AT4G01250 AT4G33050 AT3G46600 AT3G50260 AT3G53180 AT4G17490
GO:0009639	response to red or far red light	2.29837142176252e-09	2.9636894649043e-08	2.93 (39/677; 411/20876)	AT2G46830 AT1G22770 AT2G43010 AT5G24470 AT1G01060 AT4G35850 AT3G59060 AT5G61380 AT2G34650 AT3G45780 AT5G11260 AT2G18790 AT2G46710 AT2G01420 AT1G09570 AT1G18400 AT1G06040 AT3G22380 AT3G54890 AT5G08130 AT5G62290 AT5G67030 AT4G16780 AT2G34710 AT2G25930 AT1G09530 AT2G42870 AT2G46340 AT2G24790 AT1G78600 AT1G70940 AT1G53090 AT1G73870 AT3G08940 AT3G22840 AT3G27690 AT3G18780 AT4G08920 AT5G58960
GO:0048571	long-day photoperiodism	2.53456551167597e-09	3.22088950606573e-08	12.33 (10/677; 25/20876)	AT2G46830 AT1G22770 AT5G24470 AT1G01060 AT5G37260 AT5G61380 AT3G07650 AT3G22380 AT3G09600 AT5G17300
GO:0046686	response to cadmium ion	3.34537819718539e-09	4.19052637331643e-08	2.76 (42/677; 470/20876)	AT2G46830 AT2G41430 AT1G18330 AT1G01060 AT3G26520 AT4G18710 AT1G07890 AT5G59430 AT2G30870 AT1G23490 AT2G24765 AT1G06040 AT1G62380 AT1G20440 AT4G34050 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G01140 AT1G78680 AT1G22640 AT2G21660 AT1G65930 AT1G07590 AT1G78380 AT3G02040 AT3G04730 AT3G09600 AT3G18780 AT3G14990 AT1G66200 AT4G23470 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G02490 AT5G44070 AT5G53460 AT5G62350
GO:0009862	systemic acquired resistance, salicylic acid mediated signaling pathway	3.40053572893672e-09	4.19962381349784e-08	3.56 (29/677; 251/20876)	AT2G43010 AT1G59870 AT3G63010 AT5G35735 AT3G11820 AT3G57530 AT5G42050 AT5G42650 AT2G44490 AT2G05940 AT2G46500 AT1G64610 AT1G66880 AT4G26090 AT5G41410 AT5G47120 AT5G14740 AT5G08330 AT4G17615 AT1G78600 AT1G02450 AT1G69270 AT3G01480 AT3G05800 AT1G22070 AT4G11330 AT4G33050 AT5G44070 AT5G24930
GO:0009741	response to brassinosteroid	6.07709707891374e-09	7.40090916189348e-08	5.05 (19/677; 116/20876)	AT1G13260 AT4G18710 AT4G33430 AT1G56220 AT4G08950 AT2G26710 AT4G00710 AT4G30270 AT4G39400 AT5G08130 AT5G10450 AT5G54380 AT5G57560 AT2G44080 AT2G42580 AT1G30570 AT1G78100 AT3G05800 AT5G65430
GO:0046434	organophosphate catabolic process	6.30451985091473e-09	7.57269651883485e-08	3.67 (27/677; 227/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT1G30110 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G05630 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350 AT3G51830
GO:0009166	nucleotide catabolic process	6.78674266762927e-09	7.91270118060564e-08	3.89 (25/677; 198/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT1G30110 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:1901292	nucleoside phosphate catabolic process	6.78674266762927e-09	7.91270118060564e-08	3.89 (25/677; 198/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT1G30110 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0006873	cellular ion homeostasis	7.00660149795236e-09	7.91270118060564e-08	3.28 (31/677; 291/20876)	AT2G43010 AT1G59870 AT3G26520 AT3G59060 AT2G46800 AT1G27770 AT3G47470 AT2G18790 AT2G44490 AT2G30870 AT2G39010 AT1G04400 AT3G18290 AT1G25560 AT5G01600 AT1G23020 AT1G01620 AT3G02040 AT3G17790 AT3G16240 AT1G66200 AT4G08920 AT4G39080 AT3G53420 AT5G22890 AT5G24030 AT5G40890 AT5G49760 AT5G24930 AT5G26820 AT4G16370
GO:0009310	amine catabolic process	7.03878940555676e-09	7.91270118060564e-08	5.01 (19/677; 117/20876)	AT1G68440 AT1G49500 AT1G07890 AT5G42650 AT2G44490 AT2G30870 AT4G34050 AT3G50740 AT5G13710 AT2G05520 AT1G08930 AT1G66200 AT1G51680 AT4G33050 AT4G38620 AT3G51660 AT3G53180 AT5G24030 AT5G49760
GO:0042402	cellular biogenic amine catabolic process	7.03878940555676e-09	7.91270118060564e-08	5.01 (19/677; 117/20876)	AT1G68440 AT1G49500 AT1G07890 AT5G42650 AT2G44490 AT2G30870 AT4G34050 AT3G50740 AT5G13710 AT2G05520 AT1G08930 AT1G66200 AT1G51680 AT4G33050 AT4G38620 AT3G51660 AT3G53180 AT5G24030 AT5G49760
GO:0009132	nucleoside diphosphate metabolic process	8.34625688129045e-09	9.26373348716182e-08	3.85 (25/677; 200/20876)	AT2G41430 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT3G27060 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0006979	response to oxidative stress	8.92747044619565e-09	9.78497747589602e-08	2.66 (42/677; 486/20876)	AT1G22770 AT3G48360 AT2G40000 AT1G09350 AT1G32640 AT3G63010 AT1G07890 AT3G30775 AT4G24240 AT4G31390 AT5G05410 AT1G09940 AT1G64610 AT1G27730 AT1G62380 AT4G35090 AT5G01600 AT5G40390 AT5G20250 AT1G56600 AT2G02810 AT2G01140 AT2G47180 AT1G54100 AT2G18170 AT1G11210 AT1G78380 AT1G69270 AT1G70610 AT3G16050 AT3G17790 AT3G18780 AT3G14990 AT3G28340 AT1G58290 AT4G08920 AT4G24190 AT4G32190 AT4G34000 AT4G37610 AT5G02490 AT4G17490
GO:0060548	negative regulation of cell death	9.04384425977328e-09	9.79015239557003e-08	4.12 (23/677; 172/20876)	AT1G09070 AT2G40140 AT1G32640 AT4G33430 AT4G34150 AT3G63010 AT3G11820 AT3G57530 AT5G42050 AT2G41100 AT2G05940 AT2G46500 AT1G64610 AT4G26090 AT4G39400 AT5G47120 AT5G47910 AT4G17615 AT1G69270 AT3G25070 AT1G22070 AT4G33050 AT3G57330
GO:0009612	response to mechanical stimulus	1.07107992516951e-08	1.14532680059847e-07	6.85 (14/677; 63/20876)	AT1G23710 AT1G09070 AT4G34150 AT3G55980 AT1G35140 AT1G18740 AT3G62720 AT2G41100 AT1G27730 AT3G46620 AT5G57560 AT2G23810 AT2G06850 AT4G27280
GO:0042742	defense response to bacterium	1.34417173618758e-08	1.42003177710115e-07	2.84 (37/677; 402/20876)	AT2G40000 AT1G59870 AT3G26520 AT4G33430 AT2G44920 AT3G11820 AT3G30775 AT4G33300 AT5G18650 AT5G42650 AT2G44490 AT2G30870 AT2G39010 AT2G05940 AT1G66880 AT4G26090 AT4G31550 AT4G37460 AT4G39400 AT5G02500 AT5G10450 AT5G53120 AT5G14740 AT2G27050 AT1G02205 AT1G65930 AT1G02450 AT3G01480 AT3G25070 AT1G22070 AT4G31800 AT4G33050 AT4G39090 AT3G50260 AT3G57330 AT5G44070 AT5G54770
GO:0055082	cellular chemical homeostasis	1.44082334424207e-08	1.50401735056848e-07	3.19 (31/677; 300/20876)	AT2G43010 AT1G59870 AT3G26520 AT3G59060 AT2G46800 AT1G27770 AT3G47470 AT2G18790 AT2G44490 AT2G30870 AT2G39010 AT1G04400 AT3G18290 AT1G25560 AT5G01600 AT1G23020 AT1G01620 AT3G02040 AT3G17790 AT3G16240 AT1G66200 AT4G08920 AT4G39080 AT3G53420 AT5G22890 AT5G24030 AT5G40890 AT5G49760 AT5G24930 AT5G26820 AT4G16370
