names	x.pos	y.pos	peak.zt	trough.zt	CCA1	LHY	TOC1	PRR5	PRR7	PRR9	PHYA	PHYB	CRY2	FHY1	LUX	PIF3	PIF4	PIF5	ELF4	ELF3	indegree	outdegree	transitivity	closeness	betweeness	eccentricity	description	ZT0	ZT4	ZT8	ZT12	ZT16	ZT20	CCA1_ZT02	CCA1_ZT14	LHY_ZT02	TOC1_ZT15	PRR5_ZT10	PRR7_ZT12	PRR9_ZT??	PHYA_ZT00	PHYB_ZT00	CRY2_ZT08	FHY1_ZT04	LUX_ZT10	LUX_ZT12	PIF3_ZT08	PIF4_ZT04	PIF5_ZT04	ELF4_ZT10	ELF3_ZT00	ELF3_ZT04
AT2G46500	-4160.2138671875	1785.44042247057	peak12	trough8	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	6	0	0.8	0.00017307026652821	0	3	phosphoinositide 4-kinase gamma 4	8.67581124922119	8.24361484981402	8.13513785855215	8.72432756326175	8.53269981084554	8.55535369338125	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0
AT2G46580	-4122.67333984375	2809.74816172838	peak16	trough4	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	5	0	1	0.00017307026652821	0	3	Pyridoxamine 5'-phosphate oxidase family protein	8.32078256861466	8.1780890030325	8.37399232406842	8.4061511974812	8.52877464954093	8.3747769499637	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0
AT2G46550	-3355.20947265625	4506.54967540026	peak8	trough0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0.00017307026652821	0	3	PTHR33868:SF2 - EXPRESSED PROTEIN (1 of 2)	8.30291665394715	8.71088807367662	9.16346104970914	8.50591201432641	8.49740988926329	8.58783566596143	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AT2G46510	-3643.02978515625	3344.60094493151	peak12	trough0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	5	0	0.8	0.00017307026652821	0	3	ABA-inducible BHLH-type transcription factor	7.19217057378702	7.33650250964841	7.33558022201273	7.87529310802759	7.50156999528296	7.35837751161077	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1
AT2G46490	-3644.50048828125	1902.53722422838	peak20	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	NA	9.53414200818352	8.30341548513393	8.93272746401838	8.61573810126202	9.5304225591835	9.64392956970716	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G46620	-3837.73803710938	3825.60436290026	peak8	trough0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3	P-loop containing nucleoside triphosphate hydrolases superfamily protein	7.1261417261136	7.30492426408526	7.86751707647158	7.8435024831836	7.67320514047495	7.54345253561226	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0
AT2G37110	-4342.30517578125	2308.79528086901	peak16	trough8	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0.00017307026652821	0	4	PLAC8 family protein	9.87023010937626	9.86532796034775	9.84525210619332	9.91602451666362	10.0804163508812	9.95562384804318	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT2G20750	-2694.04248046875	3768.43468516588	peak4	trough16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	NA	0.00017307026652821	0	4	expansin B1	6.65794689746022	8.58532867863325	7.50023449985807	7.13393421186396	6.39672020775965	6.44889880166459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT2G20940	-3310.77075195312	3896.13414805651	peak12	trough20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	Protein of unknown function (DUF1279)	6.41682487007011	6.96638259445945	7.1219066700521	7.37989259792656	6.65710572177286	6.40310795972758	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT2G20960	-3358.73168945312	4103.43737071276	peak8	trough0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	3	Arabidopsis phospholipase-like protein (PEARLI 4) family	7.26291135268016	7.92429222921174	8.36587009524171	8.02408245785379	7.66814831806044	7.48513097614511	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT2G21045	-2219.4873046875	1975.98815196276	peak4	trough12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	NA	0.00017307026652821	0	4	Rhodanese/Cell cycle control phosphatase superfamily protein	4.86567501384823	4.88120843088712	4.77326078556032	4.48486598600999	4.74654829803005	4.65268118079266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT2G20980	-3257.60400390625	4266.47106211901	peak8	trough20	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3	minichromosome maintenance 10	5.57246213328113	5.84199681974793	5.90114423315242	5.81656206302162	5.83964309484041	5.4891840427887	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1
AT2G20950	-3897.1875	1886.81725352526	peak16	trough4	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0.00017307026652821	0	3	Arabidopsis phospholipase-like protein (PEARLI 4) family	5.88430126859891	5.57637679205292	5.61070024350292	5.74415017482517	6.05193197710889	5.90925043048702	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT2G20710	-3400.00537109375	4012.90612071276	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	Tetratricopeptide repeat (TPR)-like superfamily protein	5.58956189292466	6.04406112562408	6.17995081514449	6.14550895524225	5.95232089347275	5.77775489745928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT2G20920	-3365.76879882812	1621.65209239244	peak20	trough12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	Protein of unknown function (DUF3353)	11.1785720601201	10.7932888941112	10.7053551913336	10.5712635546367	10.9776556551277	11.1842899274983	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G20890	-4165.689453125	1213.44921153307	peak16	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	photosystem II reaction center PSB29 protein	12.1592866297688	12.1171257423068	12.0022328392006	12.0769317643204	12.1897165991957	12.0950896415055	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G16660	-3706.81640625	4097.62145274401	peak8	trough0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3	Major facilitator superfamily protein	8.42951991409996	9.94602851942242	11.128501937425	10.4604594407505	10.4603118351787	9.86684219230924	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT2G16640	-3887.00561523438	2152.78600352526	peak20	trough4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0.00017307026652821	0	3	multimeric translocon complex in the outer envelope membrane 132	9.13876835730233	8.69780684602927	8.91206884998378	9.12771169137267	9.26045104765997	9.31271454975824	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT2G10950	-3820.39794921875	3658.55114024401	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	BSD domain-containing protein	7.83852897123835	7.85872443719831	8.04352708439548	8.12842128863843	8.03266698106792	7.90927746246552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT2G20670	-2838.0654296875	1727.36937754869	peak0	trough12	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	6	0	0.8	0.00017307026652821	0	3	Protein of unknown function (DUF506) 	9.14354165244795	7.3394591594	5.74238467551789	5.16163179527754	5.59664878825301	6.70217886540485	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0
AT2G20900	-3997.4921875	2211.67028086901	peak16	trough4	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3	diacylglycerol kinase 5	8.134300717818	7.86703064540962	7.98344389168215	8.12981302044227	8.37798047397756	8.15750431654797	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AT2G20760	-3794.48315429688	3623.18834727526	peak12	trough0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	3	0	1	0.00017307026652821	0	3	Clathrin light chain protein	8.89189272247675	8.99235187744506	9.16216827255012	9.28735731990042	9.21636132005389	9.02717839074893	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
AT2G16780	-3790.20874023438	3763.19518321276	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	Transducin family protein / WD-40 repeat family protein	7.37438858929057	7.39652082926159	7.89704672713879	8.01935713602222	7.70475182873167	7.51042762485863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G16790	-1449.71997070312	4349.18688243151	peak8	trough20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	P-loop containing nucleoside triphosphate hydrolases superfamily protein	5.91987229721785	6.00467100188995	6.09677706414228	5.86960000613029	5.99323648137998	5.80819440927477	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G05790	-3312.77392578125	1713.72252696276	peak0	trough12	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	5	0	1	0.00017307026652821	0	3	O-Glycosyl hydrolases family 17 protein	11.3202940083272	10.9373183997948	10.9341394545106	10.8396010523285	11.0748185492526	11.2125592329448	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0
AT2G06530	-3892.47900390625	3925.89635508776	peak8	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0.00017307026652821	0	3	SNF7 family protein	8.38942045938874	8.63533855177872	8.89736898386565	8.79825859366695	8.85840641750448	8.71168989277554	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT2G06520	-2380.01684570312	2967.11974375963	peak4	trough16	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	4	photosystem II subunit X	13.5687904531325	13.6344573039068	13.6086144150807	13.4909743810836	13.4712328659261	13.5430783747001	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
AT2G06510	-3997.978515625	3630.12072032213	peak16	trough0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3	replication protein A 1A	4.82817180632787	5.00637490260136	5.24906207499221	5.25066504271989	5.36542608349399	5.18119993293403	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT2G16710	-4045.75073242188	3852.51281016588	peak8	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	Iron-sulphur cluster biosynthesis family protein	8.33365354691705	8.13978321569576	9.43487324524176	9.01524529000713	8.98846808783839	8.62575752011016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT2G16700	-3923.38330078125	4002.76451915026	peak8	trough0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.00017307026652821	0	3	actin depolymerizing factor 5	7.78257080513185	7.80317122013249	8.90792191034492	8.46173919955738	8.30328820667038	8.14462383826563	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G16800	-3080.4658203125	4161.54235118151	peak8	trough20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	high-affinity nickel-transport family protein	9.6975175113149	9.9069865697622	9.95925770900013	9.82827716125101	9.78007685218027	9.68537889080598	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G16600	-3569.76245117188	3955.91051524401	peak8	trough0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0.00017307026652821	0	3	rotamase CYP 3	11.3878141097557	12.1276072906042	12.8038766130318	12.7838826331138	12.2791004848156	11.9228673919355	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT2G22600	-2272.82836914062	2569.79186290026	peak0	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	RNA-binding KH domain-containing protein	5.28200539297828	5.23451809904964	5.26687839534292	5.15206426149976	5.09369205287324	5.20781375671655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT2G22740	-2561.46557617188	1929.64171641588	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	SU(VAR)3-9 homolog 6	8.02907216177836	7.99019219218421	7.93006428762019	7.68454134063986	7.80083745679114	7.95522175610941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G22660	-4134.35595703125	3240.40807383776	peak16	trough4	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0.833333333333333	0.00017307026652821	0	4	Protein of unknown function (duplicated DUF1399)	8.02025331281854	7.86123607092723	8.38970945184738	8.37521700130303	8.52276191670059	8.37740182996148	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AT2G18300	-2786.20971679688	1627.60289805651	peak0	trough12	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	7	0	0.904761904761905	0.00017307026652821	0	3	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	9.86735614078045	9.41641705387251	9.24655813297805	7.9690420169383	9.22651780987927	9.62919130310877	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1
AT2G18230	-4427.5986328125	2476.37194102526	peak12	trough8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	pyrophosphorylase 2	9.47952720091449	9.45332912577688	8.75386874890282	10.6073019544779	9.97515121235409	10.0577927595781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G18390	-3624.31640625	1944.91906016588	peak0	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	ADP-ribosylation factor family protein	9.42600544348216	8.41478378971604	8.78000569887419	8.91308258176794	9.27965515988576	9.24126299444098	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G18290	-2416.0859375	2026.53820079088	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	anaphase promoting complex 10	9.25023395212684	9.02309086544961	9.2014050546031	8.39857817701258	8.74530256021643	9.05252265023599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G18245	-3628.80004882812	4025.81871836901	peak8	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4	alpha/beta-Hydrolases superfamily protein	5.95704482365395	6.33867212671631	6.87842938372173	6.69209418806084	6.45042431686616	6.22337940497725	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G18350	-3410.97192382812	4234.24547618151	peak8	trough0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	5	0	1	0.00017307026652821	0	3	homeobox protein 24	4.85283749764007	5.21821279585075	5.49984056248438	5.21953941340663	5.02864692952274	5.07385306447062	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0
AT2G18420	-3147.962890625	1138.33312266588	peak20	trough12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	Gibberellin-regulated family protein	4.31198770878297	4.33728290679127	4.12195553815847	4.02227873938052	4.35450459161626	4.39347234529208	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G18220	-3208.36743164062	4143.78600352526	peak8	trough0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4	Noc2p family	6.11379918768006	7.0299032447849	7.18923669214435	6.87494682544036	6.64921824105938	6.27839665625482	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT2G18260	-2977.79516601562	3995.04869883776	peak4	trough20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	syntaxin of plants 112	4.80071393339825	5.0472259807254	5.02661728739699	4.96694502293864	4.78990849591971	4.77646032816087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G18280	-3396.01489257812	1845.02953379869	peak0	trough12	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	4	0	0.833333333333333	0.00017307026652821	0	4	tubby like protein 2	10.7716145765111	9.76596488575927	9.98075548253756	9.67416173662187	10.340877128791	10.5402979071758	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
AT2G20250	-2636.75561523438	3652.13829844713	peak4	trough16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	NA	4.83377807256623	5.19339674198318	5.08093896909119	4.78574112762554	4.66626274748702	4.68005934635142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G20340	-3539.34375	3495.43590586901	peak12	trough0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	6.7079344000107	7.50566252665936	7.40983959460851	8.14969489555792	7.6176680813548	7.50094677511434	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT2G14080	-3488.56982421875	4165.78160899401	peak8	trough0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.666666666666667	0.00017307026652821	0	3	Disease resistance protein (TIR-NBS-LRR class) family	7.16101390650128	7.54763466862228	7.64076295535773	7.55536452802871	7.50708461276532	7.47474590365333	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G28370	-3348.12744140625	1717.33019297838	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	Uncharacterised protein family (UPF0497)	9.52148997245587	8.85589630391309	8.779628815725	8.76617783650587	9.16775503381037	9.13886002029228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G28320	-3638.6689453125	1604.43102305651	peak0	trough8	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0.666666666666667	0.00017307026652821	0	3	Pleckstrin homology (PH) and lipid-binding START domains-containing protein	8.57511934226789	7.81215951377583	7.51978918029375	8.14629567561051	8.25166646375549	8.46789413406031	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
AT2G28350	-3146.88208007812	1474.67748301744	peak0	trough8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0.00017307026652821	0	3	auxin response factor 10	7.8603499369697	7.40895224314925	6.84636737432165	7.12980528808534	7.35917090160508	7.4594510567633	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT2G42890	-3393.7099609375	1759.84862559557	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	MEI2-like 2	8.11478877439056	7.16433997920549	7.13482892111409	7.10918694852967	7.71622222004438	7.86725044116406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT2G02020	-3576.39697265625	1296.06139415026	peak16	trough12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	Major facilitator superfamily protein	7.05467001784992	6.73076926450964	6.83149589341479	6.39202224394502	7.20205895721682	7.11139730450991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT2G43010	-2997.42163085938	2962.97518122679	peak4	trough20	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	11	1849	0.00332734679574226	0.594769896015649	0.000483052042707623	3	phytochrome interacting factor 4	5.71825478347855	8.72817008681394	8.59689413612346	6.79795011292948	5.53997477427403	5.40709041114347	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	0
AT2G43060	-3042.18505859375	1743.59984629869	peak0	trough8	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	5	0	0.7	0.00017307026652821	0	3	ILI1 binding bHLH 1	6.57102295723404	6.24128721562352	6.12825280922231	6.15398397861501	6.19668702619852	6.23687407505155	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0
AT1G05000	-3609.72998046875	1724.45360606432	peak0	trough8	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	6	0	0.933333333333333	0.00017307026652821	0	3	Phosphotyrosine protein phosphatases superfamily protein	6.79165696034634	5.95004440577799	5.91251145031746	6.25910737946946	6.45350417496264	6.72337190027055	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0
AT2G36620	-3207.662109375	4158.15026133776	peak8	trough0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	ribosomal protein L24	11.1065981742084	11.6695181385372	11.7681498850216	11.5799585480479	11.4224756328624	11.2275976498228	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G36630	-2606.14404296875	2052.57457774401	peak4	trough12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0.00017307026652821	0	4	Sulfite exporter TauE/SafE family protein	8.16861777438554	8.32312946080226	7.29064693694011	7.03880839021018	7.07513306371461	7.624818423595	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G05010	-4452.26708984375	3155.41783946276	peak12	trough4	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	4	0	1	0.00017307026652821	0	3	ethylene-forming enzyme	11.297191345912	10.8579789422145	11.2283868020917	11.7840400034549	11.1871195038499	11.0890425929472	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0
AT1G23490	-3458.33032226562	4063.46178477526	peak16	trough0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	6	0	0.933333333333333	0.00017307026652821	0	3	ADP-ribosylation factor 1	10.9843403095283	11.4132122641036	11.3803008754378	11.4333943896154	11.4352579447481	11.0996400559675	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0
AT1G23710	-3535.55859375	1771.56249278307	peak0	trough4	0	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	9	0	0.75	0.00017307026652821	0	3	Protein of unknown function (DUF1645)	5.92928287921609	4.93766233834347	4.98382125078152	5.20418447287107	5.33187312828834	5.53548731287188	0	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0
AT1G23740	-2490.80786132812	1925.79283946276	peak4	trough8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	Oxidoreductase, zinc-binding dehydrogenase family protein	11.845392877907	12.1971579470598	11.1360090593131	11.2310084685554	11.1989998787813	11.7695783298366	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G23480	-3169.70654296875	1606.95812266588	peak0	trough12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0.00017307026652821	0	4	cellulose synthase-like A3	8.21989531464114	7.41131012674476	7.08744164108339	6.777770802767	7.61599722127124	7.71592058798316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AT1G23820	-3966.07958984375	3416.20787852526	peak12	trough4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	spermidine synthase 1	10.1124824183123	10.0688477307179	10.4225186854699	10.691601725282	10.5313165297346	10.4059558753219	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G23790	-3493.85400390625	4331.84313243151	peak8	trough20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	Plant protein of unknown function (DUF936)	5.47336779084709	5.61106562077423	6.17438380521949	5.76571516507834	5.60302936525358	5.36220453055222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G23730	-3691.29296875	1763.24498790026	peak20	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	beta carbonic anhydrase 3	6.96745661748396	6.57839287998657	6.64126415319331	6.72337708006566	6.91393840555463	7.08076008738134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G30900	-3634.97729492188	3314.23033946276	peak12	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	VACUOLAR SORTING RECEPTOR 6	7.09191862516871	7.27111957885345	7.28226706199147	8.34025151973436	7.6582563010157	7.36666606431238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G51340	-3061.66821289062	1456.62487071276	peak20	trough8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	MATE efflux family protein	6.7886502431496	6.37488454907169	6.10008706260944	6.13525304086673	6.20505288884149	6.79445496545577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G51200	-3506.68432617188	1707.74974864244	peak0	trough8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	A20/AN1-like zinc finger family protein	11.525995876877	10.8498581985336	10.8305188224211	11.0038261867081	11.2254923545618	11.4004114557369	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT1G51400	-2437.65698242188	1881.95446055651	peak20	trough12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0.00017307026652821	0	4	Photosystem II 5 kD protein	13.177412074251	13.1666798071418	13.0023189429582	12.3116871812588	12.5801941425908	13.2128026204815	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G51160	-4036.55322265625	3038.95983165026	peak16	trough4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	SNARE-like superfamily protein	9.59519118065857	9.5901914818471	9.63933239894823	9.80495208133319	9.86286805092916	9.71082883840993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G51380	-3199.4140625	4105.31530040026	peak8	trough0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	0.00017307026652821	0	4	DEA(D/H)-box RNA helicase family protein	4.71776373187844	5.29037090548142	5.5125761765394	5.27176739869796	4.91712944866788	4.75293771688899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G51170	-3130.71313476562	4052.62535899401	peak8	trough20	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0	1	0.00017307026652821	0	3	Protein kinase superfamily protein	5.71267535169887	6.04737347084367	6.1137360398073	6.03278278995615	5.74561564302319	5.67094679863789	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
